rna_cond1_S1	rna_cond1_S2	rna_cond1_S3	rna_cond1_S4	rna_cond2_S1	rna_cond2_S2	rna_cond2_S3	rna_cond2_S4
1528	870	1226	1637	3337	2121	4989	3097
945	935	1410	304	923	1175	1847	989
202	44	84	147	54	72	92	31
11809	7929	14793	15334	7924	13243	3152	5312
341	128	114	121	219	441	130	94
487	1742	572	881	678	544	1801	1041
15560	16404	18434	21401	51923	27166	55193	18493
9	45	27	30	5	4	5	4
89551	103541	139030	122757	44268	76238	97186	46020
37	26	56	148	64	80	32	133
1024	747	1110	682	1461	496	672	943
74	53	27	64	119	37	19	80
160	162	151	67	140	275	303	246
18	30	17	33	62	52	43	95
3050	4495	5539	4426	7416	6816	5502	2198
2	1	6	7	3	3	10	3
10	27	17	26	15	18	13	35
113	168	76	91	250	138	102	189
550	797	608	1337	1061	840	603	1059
90	74	57	44	89	47	64	63
3444	1544	2710	1845	3307	3334	2743	5445
69	153	82	219	53	255	97	65
174	101	119	118	108	71	95	264
525	933	662	950	928	222	1461	802
3099	3050	4181	2277	6029	1325	6701	6218
1419	914	740	1658	1427	2203	1291	1972
197	231	189	169	184	257	310	315
1336	2116	2057	961	1181	1446	2226	3821
471	430	495	969	2283	1483	2235	1198
10835	4136	6732	3720	3270	3790	4022	4154
437	921	4493	7649	694	1595	6427	16776
18291	27329	99619	450972	46977	166663	382266	598021
765	975	494	1030	403	1855	1563	928
48	75	91	62	29	58	46	62
87	113	37	28	158	59	94	78
486	1598	1811	905	1294	2004	1192	716
9798	49658	114267	188524	11310	141862	175735	284186
211	77	48	44	94	135	31	84
65	61	45	111	291	729	239	266
77	211	172	219	264	364	227	62
232	246	980	604	504	1154	957	1038
37	23	20	18	30	31	35	43
254	347	470	196	230	391	370	601
76	57	38	149	221	179	247	256
282	238	131	111	63	76	84	295
144	271	239	333	312	205	126	293
4309	6203	2256	2658	11149	9742	9767	8520
74	229	92	273	62	158	121	141
1096	495	2342	680	2080	1298	3481	807
223	2312	10617	24146	124	326	286	2473
114	244	98	87	197	29	117	110
164	30	168	82	127	67	289	69
351	382	434	647	286	163	355	222
379	770	562	512	582	292	587	512
24	41	51	51	33	21	36	26
8016	7102	12794	24877	13074	10974	9802	22678
79	49	247	57	152	108	142	38
414	103	151	452	261	315	73	189
287	264	267	137	187	348	120	101
1002	840	1327	923	1032	633	947	815
171	350	182	271	375	352	560	275
36	52	22	103	84	49	91	70
2602	832	986	1862	1026	663	1755	932
340	498	378	10437	988	1114	4410	6910
7742	1170	2026	2304	2825	6741	1963	1532
5	13	1	3	5	4	13	4
7	25	80	227	65	142	192	1206
14	33	22	15	4	14	29	41
8055	18150	12213	6069	14320	26176	10537	12949
368	1274	612	468	901	2384	1052	381
450	494	758	425	940	1213	805	776
48	27	10	21	60	105	77	84
11949	8823	8829	12891	5760	2903	7972	15129
128	301	184	445	566	234	437	292
817	690	496	635	904	337	471	906
2113	2949	3289	1263	154	273	798	313
309	117	366	323	110	192	32	156
1979	1495	1794	3364	2628	3216	1708	6008
1138	533	981	801	329	589	638	1218
564	2457	508	538	1936	2817	693	1305
29	29	23	29	43	32	22	50
99	105	99	84	35	76	24	25
14	36	13	18	26	21	14	53
1304	2838	1419	973	331	298	136	105
80	117	49	87	124	89	92	128
3145	6461	8502	60150	628	1208	5700	5036
132	345	583	223	172	80	134	147
12	48	65	49	39	21	77	18
419	869	221	1050	421	530	479	497
7413	11180	973	3236	7029	3240	3484	12563
6167	17686	8845	10713	14746	12298	9214	6463
303	548	3793	2774	41	40	156	1038
292	369	183	291	535	911	343	227
66	121	49	136	97	205	95	39
82	62	52	20	5	47	22	44
5796	1219	2162	3092	3979	4950	2248	5730
325	201	165	534	193	74	312	196
192	359	269	478	596	1088	462	1111
1047	461	815	1428	1515	633	1106	826
2380	2213	2763	5272	3905	2111	4121	1440
558	645	162	1066	345	801	672	799
11	17	10	7	39	7	45	26
100	42	73	74	103	59	43	55
365	774	1334	791	6762	8023	749	3043
1652	4900	11866	57333	9197	9049	58599	30741
224	148	468	240	166	147	335	666
2142	518	2667	1340	1054	1302	679	1061
58	73	765	2367	18	91	189	517
478	439	596	460	460	165	924	1136
9	21	92	91	33	101	303	965
469	946	7492	12920	247	632	3261	2980
3847	3408	3217	4030	2457	2899	2590	1486
1012	1747	1924	1654	739	251	989	1123
10	9	8	9	22	18	55	30
1235	420	515	529	79	107	69	38
238	330	389	330	239	212	223	306
437	382	328	197	137	52	90	98
313	512	1031	209	176	515	1153	356
89	194	106	131	207	151	30	150
273	317	293	147	1533	1635	1121	1772
507	516	681	617	1110	705	922	549
646	456	319	273	1173	934	692	987
615	585	1040	1754	601	1512	3170	1705
17	22	84	246	25	190	569	845
13	28	18	24	33	35	8	25
79	33	46	70	61	50	34	29
45	14	4	32	17	15	19	12
161	124	117	175	175	129	88	146
55	188	313	232	17	10	35	287
22886	13924	17670	16231	2770	5002	4337	5608
543	1661	423	449	832	1249	771	731
432	1572	2632	5445	112	237	644	6191
1262	1225	1334	726	1865	1151	1007	1048
805	1282	668	1638	493	647	545	535
62	33	27	66	32	45	52	51
118	179	109	83	154	311	333	193
1068	549	1329	317	941	811	1245	1503
871	162	975	1898	590	700	671	884
4	3	4	3	14	7	5	18
702	618	618	1177	736	240	429	575
1440	2569	3216	3525	4495	5583	3736	8591
34	60	76	31	500	141	359	347
481	186	193	207	174	183	124	152
14	15	15	12	5	9	14	24
312	177	148	195	187	154	242	378
479	292	717	2051	1251	506	1017	668
112	79	81	78	121	47	71	130
1055	2442	1448	2413	405	1328	446	682
422	1128	557	524	426	518	255	125
2796	345	2506	1910	2700	606	2007	512
19	56	132	253	14	137	463	2160
48	16	69	26	21	41	11	46
47	130	369	1302	28	32	118	227
1592	3515	3564	4053	3715	4144	1439	2786
265	442	456	1039	915	234	445	300
8	41	14	2	26	15	22	20
87692	21896	17638	55904	89763	45873	139631	163959
20	3	11	3	34	18	2	20
85	101	88	71	63	125	89	225
1012	1494	1032	997	3066	3387	1595	5731
4	0	0	5	10	8	0	7
11	27	6	6	19	24	26	13
17	42	19	15	42	31	25	37
2861	2154	2103	928	3547	4571	7001	2824
0	2	4	5	10	2	2	5
332	921	2495	2493	573	1797	6383	17020
657	341	230	438	719	907	740	382
93	221	128	54	163	82	99	54
1413	1325	685	1186	1157	1491	870	879
199	51	116	223	104	156	66	131
879	872	798	1041	2588	868	2227	1473
9362	10165	50681	26370	1445	7335	7568	47490
585	966	652	493	418	732	355	939
1120	549	388	649	528	322	198	876
351	346	513	230	470	281	332	578
2916	1895	612	777	3013	4562	2876	898
758	1086	3342	22082	868	2065	3851	8796
6	10	3	5	6	1	1	1
17	15	26	21	4	11	23	16
1438	487	1336	846	1270	1073	971	1839
252	423	273	129	258	254	544	262
198	77	119	173	409	579	377	648
698	192	111	642	2390	1659	1376	1679
205	670	3888	4983	43	396	428	1092
2101	5981	23673	86795	1286	1101	5369	15927
2	3	13	5	24	7	15	13
977	859	1857	840	917	1091	1194	1459
53	9	36	37	47	52	27	13
77	75	77	38	82	67	101	44
17	32	21	36	20	67	55	24
1505	2598	1689	1281	1993	2350	989	1259
124	132	174	162	178	285	137	364
1177	453	701	337	1607	914	1345	2440
24	27	109	51	41	53	79	41
181	263	199	89	209	276	166	281
340	635	546	322	235	364	441	394
3	0	8	9	1	0	11	8
4	11	4	2	15	17	12	6
8	3	14	7	11	12	24	17
649	903	432	761	1694	1362	350	1383
5	2	7	10	2	1	0	0
18634	15009	12952	25886	11190	17337	9603	8266
10	11	34	32	26	10	22	9
3	0	0	14	2	0	6	3
122	56	106	127	290	135	143	92
718	748	1022	663	932	1005	1030	896
0	9	4	3	6	5	2	4
475	573	858	1690	2015	1963	1417	1481
825	748	875	1783	1993	565	1395	1411
36	15	22	1	21	20	22	43
45	78	60	30	122	41	114	65
33	12	15	31	10	26	8	6
239	274	385	172	889	621	295	1020
865	1676	2016	1516	973	1108	930	1079
233	147	312	736	80	32	118	121
352	1593	909	1013	1384	1122	1148	768
541	963	510	438	49	149	136	76
3605	3986	3895	3550	3965	2322	3289	2895
1185	425	832	1063	2843	988	698	2396
671	219	335	389	248	122	311	391
14	63	48	82	10	66	40	126
2	8	0	6	1	1	1	1
1031	809	571	2449	183	643	310	520
1118	929	877	1345	4744	4741	8924	4701
58	143	108	19	60	79	104	70
11	140	54	38	108	65	79	189
255	200	89	763	278	269	366	290
243	291	169	110	144	204	228	86
414	6524	5543	18170	62	903	675	2274
12282	6576	9574	4980	10034	6644	4342	7374
52	118	66	61	41	93	96	42
10	5	29	11	3	6	2	12
1752	268	886	1577	660	624	918	965
1942	968	1034	1059	1434	4131	8700	4457
1306	769	1664	2683	155	730	377	894
7	2	7	11	5	1	1	6
560	625	494	392	464	540	612	146
8	12	14	11	31	66	20	41
43	48	52	82	7	16	6	11
11837	17469	13913	25974	7027	4284	8922	4184
153	64	120	45	34	75	98	81
824	649	728	948	328	718	583	799
347	214	90	142	196	123	313	119
99	24	84	106	91	64	33	69
45	82	137	76	108	49	74	88
793	3289	1740	637	1997	1229	675	2531
14	21	20	14	19	10	13	5
390	328	555	258	150	216	81	238
2276	2494	3187	458	730	395	1193	507
15	7	8	19	10	9	4	13
357	410	449	476	242	242	127	88
133	172	146	130	192	101	253	134
727	594	1289	294	394	552	336	294
76	323	182	108	382	298	386	273
416	480	306	374	428	442	1105	518
501	1207	1969	670	629	378	823	306
27	88	62	71	62	94	163	69
277	276	615	379	231	261	630	410
451	565	285	478	940	274	381	604
108	117	115	90	84	126	143	61
49	14	53	124	35	18	21	13
4	32	67	30	181	111	68	81
614	831	1016	900	651	831	643	499
30	41	56	24	42	67	46	65
124	22	79	70	60	76	110	48
847	315	253	699	5291	1876	2261	2231
117	85	92	75	163	316	202	398
392	448	288	176	242	399	833	266
99	290	1795	4142	53	135	254	1383
0	3	5	6	0	4	9	6
455	912	1056	860	251	779	311	418
1570	1052	608	1949	154	476	233	306
414	729	439	339	1187	1200	1876	1696
66	125	125	94	180	167	128	125
25	55	21	57	91	41	102	62
215	160	119	268	364	651	276	370
150	58	96	15	44	71	37	45
1896	3116	2174	2148	388	2289	755	598
4311	4494	1691	2119	1154	929	1613	5923
14	31	19	34	13	38	19	13
330	617	667	322	363	171	553	308
1533	1394	197	1339	894	613	437	915
282	473	396	163	220	613	415	306
2675	3537	1759	3162	2593	2280	919	1515
19	6	29	17	23	35	9	20
991	344	93	162	564	339	465	460
697	1201	849	1212	1220	2678	1751	531
369	186	300	856	805	283	347	151
57	21	40	23	83	51	28	74
2167	2679	1585	3054	1545	2038	975	2055
34	12	48	60	9	61	61	16
28	60	59	19	129	281	282	387
56	514	232	189	386	558	646	159
1183	921	503	985	1500	284	1501	1369
14	16	3	7	6	4	5	4
2	6	5	13	13	9	15	9
2161	1629	2530	3666	2464	2909	4481	4304
35	101	28	44	228	47	41	88
1164	2821	2562	1742	36185	16226	13353	10778
130	273	157	143	27	27	124	52
1992	1206	1394	755	3866	773	1818	1680
523	954	367	552	1470	830	855	518
22	10	1	7	6	7	13	8
177	206	145	189	357	194	134	543
136	232	1083	2620	1330	5953	9164	10707
2022	1306	1028	2282	471	1656	1585	2031
1279	824	926	3955	606	1230	2437	2212
9638	8661	11200	17672	12726	7346	6018	10967
400	1035	633	886	900	422	164	592
62	126	46	81	54	88	103	87
336	917	2932	4097	7	152	304	1042
41	35	167	96	74	141	72	59
80	138	139	160	147	221	218	219
3574	5201	2291	1602	2496	1953	2619	1863
773	1339	566	831	280	940	768	860
909	1110	667	1282	849	1442	2090	1224
88	124	178	83	275	62	244	178
5767	6258	7345	8005	3507	5250	2205	8542
142	93	66	302	172	155	145	399
56	67	16	26	48	38	33	20
3292	2161	5245	4253	5165	4929	3028	5804
52	87	21	72	20	62	78	52
11	30	11	9	15	17	24	6
1869	2018	1581	4184	735	594	3017	2599
2424	368	2614	1794	1849	2432	3643	1006
548	2315	7803	21703	108	627	1721	997
853	339	899	793	1324	1872	929	2322
96	186	254	428	299	425	668	269
382	615	1410	708	639	2571	817	845
126	107	148	100	121	44	178	95
217	129	226	148	48	46	49	134
484	233	468	295	156	206	431	278
281	118	111	241	264	299	352	232
143	90	182	310	379	313	138	190
1827	1212	698	1288	316	894	573	596
144	148	115	118	75	43	90	104
294	516	805	602	226	246	333	55
478	629	265	486	1416	932	1457	2043
295	663	394	447	651	305	498	968
44	38	27	43	22	34	44	37
60	41	75	66	41	116	42	59
48	61	175	144	137	181	278	177
1301	1119	1334	411	580	190	477	536
45	68	54	73	146	106	67	25
69	111	50	22	92	31	71	66
687	811	1954	8258	1809	6293	8569	22023
41	110	1020	538	412	1267	1100	7043
744	582	466	534	249	382	396	453
352	793	201	222	416	1535	2551	1603
1797	1709	602	663	496	843	2422	928
1904	1825	1462	1036	851	336	248	540
572	814	209	480	221	635	295	842
429	1246	215	644	1165	530	679	707
985	2190	5000	15530	2962	9935	5393	91745
28	29	54	17	8	5	24	9
291	1124	661	1142	1256	1426	1050	1277
11	5	3	3	14	3	4	8
1663	1156	2234	987	1607	1210	1371	1244
9	5	6	0	3	15	9	8
48	133	649	1864	7	51	104	205
272	734	3550	5950	90	148	565	1213
23	27	40	22	13	25	24	28
419	248	176	130	159	112	188	54
0	36	40	387	0	0	0	791
755	390	562	367	344	578	499	618
10	9	21	19	24	7	47	22
169	90	52	132	76	119	72	54
460	868	1192	747	163	293	115	204
107	62	120	27	122	76	72	143
13621	12292	9490	11807	10865	11442	7263	11113
69	32	47	57	14	15	49	39
291	35	231	67	295	194	124	192
184	316	316	419	336	346	280	270
458	238	1898	674	627	450	949	350
3161	868	1759	2662	1190	5465	4077	5986
679	151	633	681	182	772	601	697
79	52	76	10	136	92	198	38
1529	1872	1191	975	977	1135	4281	2005
1159	1611	2702	13123	107	103	832	2179
8	5	8	3	7	9	9	4
4367	8387	4285	4717	3479	3154	4004	1398
477	1001	733	512	817	1174	1201	515
22501	39909	17935	22332	25532	36409	17464	11181
237	140	208	187	86	135	104	58
281	885	270	263	245	468	349	773
21	31	254	387	3	5	63	122
212	257	147	96	188	340	106	195
2237	10378	7520	4449	11918	10966	7938	9120
98	125	60	344	479	514	304	220
543	699	1536	1835	471	634	483	411
76	77	116	14	158	67	70	38
281	77	181	81	105	143	167	136
848	318	356	462	731	441	913	234
508	512	379	956	4621	3201	3742	3364
43	46	64	174	86	157	99	54
206	230	120	48	151	98	90	266
73	250	150	238	114	168	221	263
391	239	276	746	216	494	523	721
9	2	3	6	10	11	7	22
586	1166	250	657	839	454	478	774
29	17	7	16	45	15	18	27
3534	1560	5544	2127	1810	2201	2476	2180
1157	1823	3590	5847	6635	3207	2047	2827
4945	7408	6794	3320	5414	5010	4063	1813
121	367	349	504	440	340	374	214
791	925	1954	1348	1401	644	1159	1495
4688	3147	4474	1604	1405	2491	2400	3682
257	294	261	231	668	379	233	382
177	311	96	297	60	149	362	136
6	32	13	19	33	20	7	23
73	40	41	51	60	47	70	98
19	25	1	12	23	92	82	73
9	46	17	15	145	66	47	60
948	475	543	1147	534	818	898	953
6732	3548	4222	2680	7413	3270	11481	9641
989	577	418	600	297	325	302	222
19	9	11	17	75	33	35	19
332	303	320	425	289	89	356	181
1077	230	1693	1149	1029	753	1248	921
237	724	322	398	676	705	1476	1217
311	1047	991	926	831	279	340	1001
3143	973	3174	4024	2949	1485	4627	3698
618	822	5847	20374	3120	5537	19530	73317
192	158	201	119	76	154	360	148
113	58	138	96	83	142	148	61
434	1652	1480	2545	2562	618	771	2262
98	105	157	68	58	58	23	59
49	44	130	63	42	39	10	20
5721	2542	5555	3875	5925	6399	2732	5483
481	286	357	214	857	1736	1603	868
91	148	78	105	50	288	76	245
1857	933	1259	1454	732	572	664	791
52	53	129	24	16	59	119	58
540	597	1465	1447	751	555	546	984
144	381	319	120	304	321	249	52
4634	9760	14385	8168	6855	36940	79677	172946
80	90	60	122	37	42	42	73
887	574	406	252	633	438	324	430
554	334	845	397	229	748	375	362
99	90	125	95	467	117	304	380
35459	16913	26236	8087	140598	297386	142871	230776
261	591	925	767	1974	1034	322	505
22	12	20	5	13	16	9	5
47	52	36	124	51	89	71	72
112	92	169	177	43	37	137	145
914	836	764	706	3987	1304	3925	4165
9	11	14	3	13	3	3	8
590	605	346	601	536	246	557	233
38	55	33	51	42	39	81	44
90	59	55	65	52	215	73	181
79	70	135	106	58	171	169	299
42	35	15	30	20	37	65	58
384	593	874	639	399	355	427	520
639	4020	2294	1828	1513	2600	2543	1930
538	57	176	182	194	286	139	203
19	19	46	13	22	11	14	15
1336	920	817	1456	4097	1217	2193	3401
788	406	1176	534	888	1489	923	761
844	5924	8247	32691	169	667	1594	3422
737	183	1316	343	1217	735	893	434
223	40	84	79	60	36	57	49
479	526	434	331	970	490	898	1797
22498	8359	6077	6606	7374	2627	7004	12963
951	852	332	574	399	631	383	329
707	708	753	567	129	240	638	615
962	335	616	317	769	810	787	127
4	17	16	14	20	7	10	1
30	75	89	80	198	120	81	42
175	219	188	169	295	180	253	134
190	457	857	10565	54	192	349	474
390	964	794	230	1805	1182	1268	3863
195	133	291	127	537	266	269	278
723	1376	1183	1117	1768	1127	2320	912
42	76	86	109	19	89	173	133
1497	1298	1945	2509	33	79	141	64
12	7	17	6	8	36	7	11
2479	2675	2406	4817	1651	639	451	2540
162	215	216	60	1265	1426	2610	896
0	8	5	1	11	6	4	4
520	2513	1953	1882	673	1239	1323	902
277	148	95	72	146	143	132	140
353	636	538	831	425	726	320	622
12	20	4	11	24	8	31	10
1605	1286	752	1612	3946	11402	10128	6394
16	2	2	14	40	55	51	45
3266	5928	5952	3089	7997	11275	11404	14639
228	312	348	259	184	243	112	185
6	6	24	4	6	14	5	17
21	56	117	220	82	597	869	3123
163	589	128	206	173	212	137	142
54	54	172	622	227	209	1136	1613
126	33	66	228	89	132	133	46
776	496	377	697	246	368	496	391
6950	2348	2683	2422	2975	2092	5704	7486
142	118	51	119	144	54	85	72
44	117	83	53	73	91	52	134
41	79	95	113	74	79	119	55
51427	125820	373616	676424	198350	362674	2322508	6599604
2886	2227	2668	3909	1390	570	639	2278
391	260	112	136	287	386	320	143
4039	7468	6673	2955	2937	1896	1106	1202
236	3811	7031	8669	2912	6513	26057	61474
7	3	0	4	0	0	1	2
19	22	17	12	11	40	29	3
138	116	100	71	149	37	55	132
640	279	330	448	188	304	367	164
406	529	2048	5831	3276	3702	24017	49797
1475	397	627	891	98	59	111	152
191	126	89	68	152	210	129	160
7	13	15	10	14	16	5	6
619	529	254	331	437	279	726	480
548	1122	1176	305	371	794	794	1347
10	24	27	27	27	8	47	42
87	99	149	92	153	228	118	144
743	3485	1566	2112	1360	698	808	964
19	25	28	32	36	13	36	19
445	138	97	330	116	196	432	118
56	73	47	73	53	86	21	37
48	85	28	138	93	51	19	123
215	386	166	231	359	255	251	344
218	159	129	48	33	133	121	90
517	263	1183	278	822	1826	968	1228
790	399	609	632	682	598	827	1933
970	495	694	615	477	615	658	910
3839	9344	27909	107289	790	1922	3995	26835
1078	1010	1237	829	543	1142	588	1219
1859	2667	1622	1847	2825	4882	1361	758
4043	5462	3023	5027	3035	5890	4374	4367
6	24	15	18	20	42	22	34
248	328	132	52	201	122	149	137
317	197	47	162	50	221	235	206
44	172	78	33	48	143	72	135
315	435	1772	862	1436	880	1586	1924
393	186	213	269	198	215	196	230
679	1060	1975	868	2984	2919	1643	2076
42	171	104	30	153	68	55	164
817	884	1067	1036	1285	3919	2329	1401
33	47	41	63	77	85	55	77
829	547	1178	1144	714	928	1682	1546
88	149	140	203	71	103	140	42
17	35	8	8	21	46	38	18
7	22	10	4	6	14	12	7
4	8	1	10	10	14	16	10
161	40	56	203	70	148	97	60
1219	1170	1133	1202	753	558	1027	1230
496	440	236	562	409	490	347	313
64	224	50	69	99	112	75	73
8	8	10	9	1	3	13	5
6362	7687	7721	6437	19644	55351	47973	32016
120	91	89	86	157	95	169	145
551	232	472	321	70	212	103	69
153	81	132	44	157	100	39	86
17	78	35	59	20	4	4	21
1049	904	823	964	1520	773	493	787
178	810	506	311	726	174	332	328
601	339	152	649	223	782	194	266
166	309	633	347	258	191	396	348
457	404	409	478	358	363	528	543
106	232	958	1392	47	37	346	381
1360	1103	1628	722	8459	3369	12406	6698
101	432	256	158	238	209	130	149
611	886	4965	9003	65613	88789	168307	943206
2008	2127	2411	2531	2648	765	2409	1968
86	57	51	95	112	75	57	70
798	550	231	531	866	866	515	614
599	247	831	338	257	375	282	180
122	105	179	90	139	76	188	30
28	66	55	119	49	32	11	56
143	84	85	101	7	16	27	28
4	3	8	13	9	3	3	3
1849	1775	2127	2363	2696	3514	1736	451
397	458	562	440	637	1374	626	2209
197	276	205	169	501	213	205	113
57	69	76	23	87	62	113	48
198	204	358	202	229	240	223	271
1037	426	703	852	365	814	802	308
26	31	106	451	79	275	493	808
584	684	718	943	735	359	587	524
426	381	410	754	509	321	458	488
65	78	69	67	222	88	73	54
173	197	284	425	785	472	425	368
876	5410	8708	38671	4760	9383	25417	60814
19	18	15	14	8	16	13	21
134	296	178	172	61	234	114	84
175	48	137	83	45	75	33	43
432	493	117	394	108	139	91	125
1148	1010	902	748	882	856	811	876
6	8	3	2	15	14	8	12
66	95	44	47	50	23	99	85
614	1919	931	807	553	1469	631	386
545	349	354	1080	246	161	353	398
1434	1047	584	1092	212	1111	2338	821
316	525	967	560	235	654	501	761
555	805	332	191	278	648	82	911
984	692	432	602	567	785	565	2646
2658	2130	1362	1862	127	231	195	237
128	174	71	119	206	245	196	222
17	29	35	11	27	31	22	27
1102	1695	1818	1441	846	2822	1300	2192
2121	3435	2307	3249	3770	7040	1479	5120
74	75	52	50	15	6	13	7
164	480	639	241	156	211	82	96
2370	2751	1766	2462	3017	1417	2486	2343
638	169	888	334	186	394	350	191
579	3209	33491	29343	38	306	1516	3723
22	29	31	14	15	12	17	21
55	79	30	33	42	42	42	28
130	93	48	65	34	109	25	30
3202	3394	3320	2077	3490	1210	2983	1077
54	43	34	23	12	26	14	100
3756	602	1958	1145	1861	1379	920	1251
4441	9921	16773	56540	9624	50808	52756	329843
418	674	454	519	755	542	662	923
235	278	210	235	442	273	296	279
696	338	187	443	1019	1355	194	888
73	63	57	162	121	75	68	33
28	23	35	22	39	26	62	69
102	77	210	133	227	110	118	120
83	91	59	132	78	41	79	25
254	659	228	307	194	301	304	386
324	821	509	469	635	560	790	759
70	174	78	146	81	75	183	116
7	4	15	9	9	9	6	6
47	15	76	82	41	118	63	48
162	366	142	114	249	169	231	171
183	725	1377	773	581	515	789	1631
225	339	267	431	1297	145	782	926
13	30	16	35	22	33	32	38
1541	2170	1080	2525	590	2488	737	1573
234	61	97	111	106	36	100	139
113	104	46	118	27	81	91	73
330	1008	1182	742	182	180	216	135
485	1019	1002	670	9580	5876	6177	5342
38	20	20	17	41	61	14	9
33	37	22	47	23	35	54	41
2406	2333	2556	2624	1704	1475	2277	2804
2122	2237	4819	2984	3900	1404	1873	1862
1023	6540	8925	17970	6014	15374	26224	53574
12402	25117	14901	24108	6805	34137	10489	6289
425	397	366	218	113	81	157	77
11	8	4	12	10	7	11	3
30	39	12	75	84	113	49	20
46	54	52	84	3	3	3	6
990	756	1369	1003	125	125	322	286
428	267	169	195	733	175	711	264
6	14	23	6	14	22	13	6
12	8	11	9	18	3	14	3
2806	1593	394	3247	986	2834	2533	2861
63	163	85	31	91	87	156	162
5	4	4	4	0	3	3	2
88	42	66	58	17	54	30	25
85	86	153	50	58	43	23	45
145	558	1026	6740	1569	5699	4656	13660
310	961	546	531	607	337	475	165
776	1098	772	1106	565	3563	1094	1625
181	148	141	272	195	160	205	457
30	78	91	48	54	44	74	190
1228	3629	1834	9029	4022	5494	12068	18716
477	386	239	232	202	62	213	170
17	17	8	21	9	3	6	13
3341	1885	3850	2362	2219	1803	4213	2894
2389	6052	8478	13733	22030	53351	105404	875886
105	72	137	357	140	186	51	277
