ribo_cond1_S1	ribo_cond1_S2	ribo_cond1_S3	ribo_cond1_S4	ribo_cond2_S1	ribo_cond2_S2	ribo_cond2_S3	ribo_cond2_S4
1067	1837	1131	871	890	2163	3752	1089
2741	1313	3164	1672	3376	3673	2260	4466
6546	4435	8318	5737	3555	5832	2896	5131
33	36	57	16	61	53	53	28
38	19	74	33	39	24	5	29
429	400	116	282	81	234	419	311
75	49	93	124	65	15	86	75
217	190	794	161	731	1368	298	1126
76	146	0	1446	64	162	613	2443
289	368	226	353	236	290	362	182
24	18	16	14	10	18	14	6
8	19	9	14	46	8	11	21
109	217	74	138	48	22	22	41
32	15	25	22	78	90	100	66
0	8	3	0	1	10	17	0
30	57	47	22	9	16	20	31
63	53	23	85	75	48	76	54
17	33	17	14	11	26	16	66
11	63	54	71	6	12	25	16
154	336	346	478	71	192	242	155
70	89	130	146	90	116	111	175
25	13	37	30	14	90	34	4
20	15	33	19	2	0	0	2
185	112	134	170	203	197	216	223
1062	1560	1616	996	676	891	581	1197
98	180	63	343	108	112	128	54
634	6041	1897	5300	4026	5604	3438	3724
12	9	18	4	15	10	13	8
143	211	400	369	275	243	60	201
36	144	215	1099	21	152	344	1191
29	0	1	4	0	20	18	22
112	116	138	138	497	434	435	756
163	309	326	143	396	658	232	295
72	158	113	157	82	127	38	41
328	563	315	741	111	150	254	386
130	101	341	397	344	599	342	697
7357	8738	18651	1860	4893	7623	10221	5971
695	586	905	740	445	1116	452	519
52	68	35	107	20	47	39	18
109	706	439	185	988	1183	1913	2082
7325	12222	55118	58358	3448	10647	28888	380093
367	560	395	256	235	177	200	82
65	50	33	19	127	89	101	152
6735	19496	8022	15196	4221	5109	4775	3208
53	49	89	84	218	75	121	104
103	92	202	83	54	44	79	59
122	173	179	85	155	233	335	248
42	52	48	51	47	54	117	42
75	105	104	43	72	24	44	12
1951	1730	2284	1253	545	1011	452	1269
482	335	386	435	310	352	251	326
186	183	107	154	247	136	443	298
4448	3212	1969	5416	2493	5689	5091	4678
136	47	131	26	233	146	124	200
2814	1711	2649	50932	2106	7716	18516	24348
1	0	0	5	1	15	12	9
2769	1910	848	1967	2232	1050	2702	2280
2005	635	878	592	503	533	347	704
1084	663	442	1251	647	363	204	286
541	296	322	154	123	230	255	79
108	388	91	228	260	168	122	121
112	28	118	96	51	163	123	126
65	28	54	27	20	48	45	54
13	20	10	27	7	15	8	9
170	1514	3294	10409	444	2077	1992	8275
1479	2414	2527	2249	2480	1199	3199	1094
194	114	177	201	278	322	289	499
493	114	447	218	688	176	303	167
178	273	264	345	377	285	258	190
25	24	34	27	48	6	0	0
122	157	241	335	124	117	149	143
5	6	7	10	26	18	17	30
301	394	506	345	449	335	375	567
11	12	4	7	6	28	20	18
401	230	500	72	540	1076	910	834
1666	1844	893	1630	2469	846	498	1167
1043	559	592	344	707	470	401	580
564	1466	651	2046	1385	1021	507	585
461	1149	422	589	381	168	395	121
13	24	36	16	9	8	21	11
5655	15938	58579	119808	5564	19615	37550	91198
128	78	21	45	25	134	56	16
16	67	35	102	40	68	26	35
3946	7460	13984	118600	1685	8804	29075	41437
5964	2428	3112	2641	3439	10154	3457	3914
391	1219	779	681	318	460	611	320
48	72	47	135	119	143	48	191
19	27	40	52	6	0	1	8
560	897	786	773	675	770	1740	629
1726	1322	1894	1293	958	1067	3404	1585
703	2651	9225	49162	1288	3579	11103	29604
729	962	606	722	1529	347	371	795
1634	1576	2419	3251	3753	2353	3682	3363
1158	13149	9039	57799	863	6718	28253	39762
1490	3049	8269	23584	90	1121	522	7323
36	66	45	19	63	31	142	35
36	67	56	111	151	27	23	52
7843	24274	6046	15068	10044	8106	15481	6909
47	29	60	33	67	27	48	32
73	66	58	65	59	49	58	36
246	19	303	80	81	163	116	259
11	10	2	12	10	7	17	3
5190	17985	45281	124359	93926	101773	189299	1524723
1112	4178	2417	3084	1650	2058	2492	1237
18	7	7	28	2	5	5	5
7	6	5	12	4	25	7	15
227	502	549	200	885	553	273	237
127	339	148	154	213	257	33	187
143	497	131	2355	86	267	634	2518
585	769	575	879	1741	765	1107	1245
56	49	51	39	64	71	39	50
8	13	7	22	5	7	13	10
38	55	73	139	99	34	47	105
752	810	454	732	438	681	325	527
15	61	56	27	32	43	90	43
48	70	99	94	51	49	33	40
33	83	68	42	32	73	46	78
720	478	872	1053	1255	764	1137	634
404	612	340	227	755	490	406	493
258	563	266	1085	379	266	396	593
68	62	422	372	48	126	358	584
49	71	118	172	75	134	93	97
456	969	907	1606	591	1101	780	1627
38	33	24	37	22	16	52	19
166	341	1085	1879	215	684	417	2858
274	135	317	327	792	1295	415	752
50	1	14	9	30	25	74	44
4	130	54	578	37	17	118	237
151	145	162	72	276	204	247	127
1112	1072	1998	1719	365	516	531	620
180	106	149	28	62	72	128	137
2471	763	2391	2068	368	182	201	318
739	484	470	437	150	304	310	389
19	30	8	20	29	31	10	9
13	11	7	14	10	7	7	9
53	156	64	86	102	60	57	32
161	76	42	301	114	139	93	86
266	93	280	84	471	120	225	466
795	1368	296	1047	791	1088	816	881
440	821	862	517	452	432	525	558
4848	2066	2105	2307	1291	2614	1318	3496
59	81	36	47	78	70	17	30
7	0	13	7	0	7	7	5
273	246	354	361	337	212	285	237
2	3	11	7	3	1	2	2
1138	892	529	469	514	555	696	881
23	20	42	16	17	1	9	12
9	2	15	4	18	11	7	6
1798	2484	4375	16751	1295	3159	3404	19714
83	159	548	468	268	195	503	882
0	2	11	5	11	6	8	4
32	21	51	16	30	12	27	22
207	207	215	141	109	87	240	210
4424	1810	6669	2222	5614	1785	2461	2012
184	66	276	162	93	149	70	207
5304	3994	1721	2985	940	1227	1196	1981
63	174	161	475	53	132	543	454
596	984	631	352	327	1125	758	588
449	751	570	251	534	1052	1191	556
12	10	15	14	8	11	18	20
103	334	283	357	215	209	258	113
979	1855	664	954	509	771	933	1237
32	61	13	45	31	70	25	61
4422	5220	2978	6277	1849	4819	11160	6191
52	97	68	45	44	110	102	63
2622	3585	2842	1659	2175	3621	5352	2527
783	1443	1101	1476	1288	923	1173	1447
138	131	255	109	163	86	74	90
16	24	39	34	114	75	79	87
1299	1478	1898	1325	507	1139	483	732
205	408	155	550	542	207	260	229
1427	2294	718	869	992	1655	2068	571
19	6	8	11	19	26	13	20
47	75	175	134	258	466	231	552
305	728	514	441	547	336	381	193
79	358	208	292	269	418	436	776
68	23	130	125	55	18	14	27
5537	10727	53533	136081	7083	13492	75248	168106
99	58	38	61	35	42	64	50
126	40	106	44	197	175	292	239
43	107	37	41	23	73	32	41
732	388	122	464	601	1530	961	504
405	514	338	448	422	304	777	485
793	1290	1537	1190	4950	2529	2387	1782
75	136	367	173	386	366	69	155
2164	8154	79800	28589	5734	15650	24662	212111
324	114	434	182	324	123	144	309
300	135	187	73	391	342	204	122
411	366	69	212	244	660	255	246
169	223	108	19	197	421	71	243
1962	1322	1541	1012	663	2632	1845	1788
5	8	11	6	8	5	10	15
92	59	98	57	139	153	126	97
8	15	27	37	6	7	11	18
247	1287	912	1319	730	820	916	359
194	56	64	113	165	285	84	119
646	108	367	475	505	171	431	641
2616	1931	1667	1463	8915	5928	4098	3541
1159	7372	9089	18287	3180	6996	7859	50968
4	3	10	4	7	5	2	6
64582	65930	41818	47034	15107	41853	23322	17759
106	59	119	152	114	165	175	143
32	72	13	111	47	91	64	116
307	88	330	167	74	90	85	83
315	428	359	154	276	553	379	387
1247	1333	1473	610	583	748	539	714
261	151	262	182	111	79	240	117
286	313	241	277	275	448	204	375
305	147	107	157	580	308	500	568
313	35	264	426	224	222	101	213
326	192	208	30	245	613	199	426
319	55	327	266	290	196	269	459
5748	11714	8980	5917	10659	13655	14939	12967
57	63	104	43	358	192	380	234
529	593	430	397	295	129	544	114
743	745	650	447	437	798	967	888
623	271	368	440	115	190	484	496
274	1211	2542	12505	498	739	790	7838
90	161	29	81	34	59	17	51
83	454	171	433	404	390	473	548
17	49	85	462	28	56	0	272
6	14	10	20	26	23	19	33
64	39	39	29	37	28	58	37
89	45	17	77	111	185	84	117
1040	957	472	492	523	664	888	1225
5	10	5	8	32	47	12	21
778	6301	1780	2251	2328	1829	2203	1941
23	14	45	15	64	52	29	32
86	176	459	260	870	287	394	387
2	4	5	2	5	7	7	7
412	251	219	646	109	126	444	124
654	149	421	432	327	78	872	187
386	316	692	514	422	183	334	389
311	632	772	299	458	565	127	394
136	1282	587	699	583	761	729	1020
120	248	218	334	131	189	308	101
2147	4277	4102	57760	723	4685	10122	44634
2225	934	642	824	1741	891	1234	1886
1180	340	1028	1036	689	350	391	353
246	58	277	252	255	454	230	66
81	187	324	207	104	162	175	203
19	13	39	25	35	26	41	26
216	164	273	196	245	438	210	296
6088	7313	12991	2143	6623	6930	14339	7260
11	4	5	9	6	22	0	5
22	26	23	18	21	6	28	14
135	65	89	118	83	64	104	162
10037	5563	2447	4584	10131	8145	8133	5113
1979	1374	878	1001	988	788	564	875
19	28	21	36	31	28	40	42
2036	2102	3759	3700	1044	3336	2589	2833
103	613	428	322	417	340	342	220
1185	5163	10849	12252	1922	2264	8320	34882
707	373	872	528	416	1106	1042	690
281	172	404	289	412	301	820	430
908	430	427	809	665	811	925	496
409	206	209	270	509	291	199	281
875	1676	714	2021	2276	2130	1694	1659
11	48	14	14	1	12	6	18
7	3	29	5	11	5	6	8
12	15	6	4	0	5	14	6
14	11	22	9	22	28	96	49
12551	10465	48116	10421	8866	12031	36896	20077
57	52	26	29	84	31	47	46
60	68	95	145	137	66	61	81
1277	1136	1639	1469	1021	567	2976	1209
1038	1098	924	577	2184	473	651	918
1	1	2	5	0	0	0	0
264	846	1749	21527	991	977	2908	7622
1594	4611	2449	2950	4391	2185	4323	3183
114	53	100	39	96	72	130	35
680	610	574	411	531	881	393	722
223	288	378	307	1310	181	833	102
175	294	212	93	21	32	45	103
15	15	13	4	1	11	2	8
4	9	17	6	4	14	4	3
6	4	0	5	8	5	20	5
42	11	24	42	17	24	84	29
98	64	90	120	32	64	56	59
903	186	542	948	601	611	357	686
46	27	74	141	93	99	93	53
162	93	126	163	249	44	92	68
212	874	705	3803	212	333	2411	5140
129	105	103	215	113	97	204	174
39	44	52	18	93	62	54	57
23	23	12	18	33	28	9	47
507	347	654	458	641	367	621	649
3731	3481	1024	3635	2082	4765	1937	1253
47	11	0	8	33	64	0	79
68	33	77	24	34	12	30	40
848	1306	264	1767	1353	3317	2644	2512
183	361	252	149	199	235	288	191
202	144	185	200	119	89	228	172
461	113	187	351	227	236	233	121
135	118	179	220	262	70	183	79
41775	34948	77848	16994	12703	14300	27252	9004
2079	1049	1611	1805	3339	1829	2775	1487
215	160	325	5668	98	493	515	2511
2035	5821	4227	52215	1113	8365	13079	22730
47	185	414	165	456	290	88	512
1754	2820	6515	15711	974	2588	4105	19535
89	36	39	27	24	24	56	39
707	735	710	778	486	870	730	631
15	20	14	30	40	13	27	17
229	292	133	108	150	209	80	260
213	216	212	351	14	7	13	7
1119	842	538	1761	1659	1043	625	1152
23	34	2	22	11	9	33	66
677	188	83	262	219	148	142	175
144	171	86	86	204	354	114	85
2284	622	820	534	525	1015	1585	868
0	13	12	9	5	0	13	3
947	358	726	489	328	257	421	560
58	71	54	76	35	34	19	46
10	16	5	18	5	8	5	14
71	36	62	114	46	69	124	18
249	187	259	229	118	195	181	187
767	577	633	1254	665	1657	364	832
1480	966	1212	692	3169	1807	2462	1341
10	13	16	30	6	8	1	1
184	464	1684	2718	324	1045	693	6923
37	129	51	151	120	86	33	113
592	294	208	261	53	117	130	368
96	77	78	43	31	40	64	34
1903	521	1763	1378	1035	1643	1214	854
1517	1295	1595	1407	1424	2072	1589	744
4	3	1	4	2	11	3	7
465	1394	702	1016	521	194	254	149
1197	1378	527	695	1330	600	764	625
15413	24271	16039	14043	12773	8700	19521	24175
136	107	53	54	58	20	69	84
6	1	5	5	7	14	7	5
35	48	26	43	17	46	78	18
33	37	100	52	94	31	54	21
80	102	119	206	349	118	246	382
297	571	290	535	185	736	383	345
118	168	134	108	112	86	195	149
22	17	14	44	11	14	8	9
699	632	440	191	100	242	64	110
64	75	28	68	587	271	506	247
3	6	5	6	10	3	5	12
36	69	19	40	17	44	49	13
95	75	24	44	13	21	16	37
6408	7743	5879	3427	14786	9914	6951	11536
867	1318	1373	1540	594	2259	924	594
127	254	109	182	135	140	161	285
810	882	2299	1687	1028	498	1418	807
1981	1780	2003	260	850	792	1340	1586
191	220	92	202	177	161	163	102
219	579	512	447	487	531	601	540
5647	3839	4440	5492	5865	12631	6779	13743
1682	1142	1527	779	242	737	1223	743
37	25	55	27	55	73	45	56
0	5	25	10	0	14	0	21
340	273	418	188	223	139	563	346
62	17	47	35	57	36	32	32
310	363	112	169	1556	367	481	351
41	16	10	27	63	26	33	59
44	44	22	13	54	37	61	47
340	418	324	380	481	297	769	817
239	295	141	87	288	96	199	224
65	96	58	106	80	88	80	119
15128	5779	2964	12118	12272	8165	7285	2845
3	2	3	0	2	3	11	13
84	231	299	180	164	454	214	367
1266	481	658	935	349	515	837	1041
266	684	346	379	281	131	397	336
63	1332	2468	2826	176	1116	1961	8650
524	999	640	683	1152	316	699	376
536	882	652	1069	268	525	1701	702
17	6	1	12	4	2	7	5
247	669	2803	6109	293	565	1392	8456
96	53	27	89	22	24	39	52
753	1798	13189	40640	646	8722	4942	23223
1122	1164	622	535	752	1718	760	806
64	78	49	65	90	215	74	127
13	60	45	80	149	54	151	139
296	854	3251	9719	575	1350	4896	5962
706	2063	2841	8602	1404	3700	8352	18993
94	52	53	114	56	125	75	81
470	325	394	175	371	484	402	226
176	62	136	140	181	124	179	218
5	7	9	3	6	11	23	3
14	211	170	178	144	362	165	195
447	850	2497	5930	388	774	1439	16594
16	8	15	21	11	26	35	28
1096	1523	580	849	1597	783	1721	325
13	21	5	19	7	9	23	9
2107	2518	1036	8661	1518	1661	4583	2477
1732	899	2078	1468	1012	2356	1051	867
7816	4686	2709	3010	3311	7763	7132	5619
365	210	392	251	550	474	210	289
46	45	63	58	49	17	40	29
52	42	20	47	18	8	4	23
53	25	74	107	38	25	51	55
81	50	123	62	85	37	75	51
117	129	161	147	132	347	314	213
19	30	13	32	11	24	5	27
238	378	313	388	329	206	258	191
619	302	718	571	674	1119	335	343
1560	853	2208	966	3770	915	1661	1931
257	60	429	225	193	373	155	267
126	272	117	270	352	511	470	238
841	2048	6644	14970	379	2816	4432	12863
1632	1147	1601	1690	1259	1363	894	408
135	458	337	173	323	177	311	172
1817	4029	761	5120	10943	1942	5097	4135
87	159	115	48	126	44	70	77
16039	19216	71108	218332	4223	20942	56936	93293
290	472	253	285	160	276	304	159
192	489	660	342	877	319	474	381
231	442	634	13038	256	500	916	2726
89	366	183	89	50	43	73	66
1365	2552	4090	3537	928	1102	1058	2002
5	32	6	7	25	21	40	24
5	7	3	25	10	7	17	3
452	187	327	552	348	408	583	260
968	422	298	309	891	408	673	134
334	122	604	181	464	643	541	861
5347	11953	39280	46229	6376	7976	40896	230884
81	367	156	283	2306	1033	1013	588
64	73	160	202	130	142	243	48
6	4	9	11	1	10	2	9
230	486	407	336	536	519	310	240
315	573	837	486	44	40	48	36
8	11	19	8	4	5	10	9
122	65	26	115	64	126	104	54
15	80	295	686	34	56	179	408
1742	684	157	1073	1025	976	547	1186
1182	3132	1217	1112	3892	3503	3173	2668
248	140	358	123	259	354	437	736
284	324	695	1047	1891	489	1899	2216
1145	506	602	852	482	335	887	355
2333	8397	4182	8074	513	1163	1430	2552
55	110	54	88	158	83	70	167
10	10	3	10	0	4	7	3
756	669	935	935	1097	788	774	1137
488	229	106	228	99	34	167	205
13	17	30	63	15	15	21	24
443	102	264	386	152	167	431	144
0	4	1	0	5	0	23	12
533	150	516	696	647	384	987	437
110	115	148	81	90	177	141	149
102	123	98	69	165	176	93	130
892	187	350	734	514	656	279	239
1858	2213	704	2195	1708	1470	1902	323
216	533	273	208	123	221	280	251
1588	687	703	1148	2251	4303	5437	2767
249	270	122	403	176	158	172	134
584	1285	774	1394	538	2051	497	1001
8219	25091	8255	15190	19557	3265	4673	11084
137	88	113	148	85	76	179	103
301	370	334	578	500	872	262	597
18	50	12	13	12	34	13	18
2513	931	1660	4333	544	282	145	961
22	41	41	30	17	41	59	59
353	281	309	479	797	554	648	531
12	8	8	26	5	3	8	15
519	61	151	354	99	354	170	80
5	11	8	20	23	21	27	14
170	101	125	57	104	280	146	141
7487	6422	2415	5664	3567	6920	3315	7808
327	339	362	352	215	580	647	863
6	13	18	22	8	16	7	10
3	8	9	19	5	6	16	6
198	332	264	330	307	185	348	647
1	10	6	22	8	12	6	9
62	228	133	128	81	97	59	80
893	519	195	589	407	346	805	433
445	489	239	112	110	58	47	64
104	120	100	215	49	237	105	113
255	581	635	342	163	301	521	546
102	194	119	148	406	260	351	83
786	2224	859	572	1008	2549	739	2165
1508	592	2089	1608	4831	2653	3494	1950
316	183	272	199	722	403	405	609
207	163	90	113	125	182	199	154
171	92	56	59	63	75	65	30
445	188	441	400	394	308	475	573
3084	1949	3381	9050	2728	1110	3051	5547
0	8	4	4	2	11	3	8
209	114	142	145	135	106	117	225
195	123	254	204	236	185	199	358
45	137	172	109	162	368	220	190
611	1120	1944	718	477	2054	900	1187
744	856	818	722	524	910	731	347
167	326	356	227	1304	2636	1245	1884
88	108	145	87	143	81	141	177
213	128	274	768	507	663	461	697
52	109	109	136	117	186	87	82
97	106	170	185	290	290	385	393
341	331	280	639	606	467	954	418
8	15	4	19	4	3	5	11
104	322	211	153	210	197	260	202
8	19	55	18	20	30	15	28
173	257	122	189	158	201	297	118
189	272	266	292	124	275	195	250
628	1391	1415	911	1628	2233	1217	861
19	19	16	35	22	26	15	28
24	17	13	4	11	11	12	7
65	30	18	29	29	42	19	128
13	7	8	13	10	26	19	19
7	10	10	22	52	150	12	113
911	413	635	646	817	607	515	678
17	11	30	29	22	28	35	15
387	614	458	1116	1125	867	1906	1440
994	1031	730	1719	1938	1848	1185	704
5	7	13	2	2	12	3	18
11	1	3	5	5	2	4	4
1393	1016	1072	691	278	946	302	808
164	106	236	154	295	253	545	712
1612	994	1103	444	363	1207	611	784
346	506	511	667	2935	1080	1818	1324
344	1471	2034	728	2077	2115	696	1413
1567	1304	2122	1033	1103	1339	487	591
1309	1264	2193	2466	1345	894	839	2977
1250	2335	1931	1423	2415	1785	3530	1287
181	112	111	317	170	285	111	443
9452	7071	10090	7679	9480	6454	8744	4080
154	86	159	126	86	63	63	180
9827	7604	15476	10871	6494	8109	8624	21263
425	492	671	452	268	138	640	395
35	54	26	96	96	59	151	265
47	60	40	38	177	91	52	76
603	301	358	489	522	312	252	130
5377	3755	2948	9830	2300	841	1490	1513
122	160	132	283	322	133	386	406
873	673	1882	1353	1018	1368	1245	243
776	99	424	553	1600	1530	1896	699
76	26	50	62	75	100	48	30
881	89	516	465	448	492	697	674
89	61	65	107	71	50	50	142
75	40	29	31	66	57	72	72
41	10	14	30	26	26	14	15
9	3	16	17	3	3	1	9
4751	2546	1941	2677	2154	2597	2618	4625
5144	9324	6932	19689	9829	7003	2387	4843
1232	4236	5333	15720	1789	2775	13568	25328
456	478	119	424	3657	1680	1832	1681
1434	1288	1126	1176	953	1164	756	1488
15520	7171	25575	6610	16790	35814	12097	36057
85	118	147	280	130	228	157	149
703	434	401	211	390	113	361	208
26	130	160	75	104	67	80	143
4149	963	906	2004	1831	3268	1926	3666
759	469	1077	1318	507	866	444	1561
373	824	5046	12949	636	3806	5197	29494
133	58	106	49	206	78	136	199
8	25	20	55	19	48	81	75
120	35	72	38	51	41	43	45
246	140	157	506	202	356	229	169
398	184	177	265	207	107	86	370
173	121	140	330	132	169	74	70
161	155	140	69	343	223	60	115
12	26	33	13	39	27	57	88
2	0	2	3	8	8	6	6
106	118	259	318	2149	5527	3100	2396
237	123	135	126	136	116	254	319
36	62	27	55	43	33	86	55
5	7	8	20	125	50	28	18
36	215	105	363	249	58	174	160
88	116	126	87	61	160	86	201
712	1482	1075	658	975	1606	2167	1024
22	28	30	21	28	94	56	163
709	213	1551	511	981	412	796	891
207	429	351	240	331	521	422	381
24	34	14	34	51	16	31	22
674	390	707	450	386	379	374	409
13	6	9	9	23	13	3	21
1216	2348	5605	2967	2721	1384	3256	1948
259	191	243	288	294	173	370	250
585	755	826	740	1272	547	146	841
318	219	187	345	271	181	343	254
31	188	298	1989	90	242	542	1945
6523	7826	5355	5110	1212	2364	842	2750
120	116	29	129	106	95	23	51
146	74	71	80	52	93	111	127
375	191	97	113	58	73	128	26
323	622	99	204	329	1002	613	365
1283	2039	502	2502	1086	2166	2173	1988
86	43	42	62	35	37	25	32
276	713	436	259	170	749	441	413
72	89	264	99	167	55	158	121
3921	6873	15347	17288	7244	4641	11397	13797
349	113	105	52	315	298	142	181
665	282	643	689	731	718	1057	893
1	8	7	5	3	4	2	1
12256	38712	126985	682622	34881	50323	74632	405521
1519	2041	1401	1523	1522	1068	1127	882
42	59	79	11	3	7	4	6
102	327	229	120	167	204	57	373
715	120	485	423	342	352	484	251
187	521	183	596	260	439	63	171
1443	2844	8109	14570	1115	2208	3747	23025
11	53	23	8	27	63	38	4
21	37	24	24	38	24	62	39
428	656	163	302	465	580	781	639
1894	7728	2352	4457	2160	2256	10046	6321
564	1980	4196	5738	488	2562	5756	11993
348	737	1086	556	418	392	383	687
382	391	498	253	858	463	270	633
652	691	797	629	936	1352	740	1174
2088	2518	3949	5450	1350	3431	867	1830
12925	29646	45787	16773	43255	36548	32282	23281
261	240	342	242	614	221	174	151
204	194	414	394	208	220	360	407
27	13	7	6	7	29	15	18
13	7	28	28	2	2	10	12
77	52	54	55	82	55	59	86
60	126	196	1181	40	170	286	1039
53	192	883	1076	59	101	539	635
2	4	0	4	9	41	20	18
10264	22980	58218	96418	6315	56770	124379	920363
2446	5228	3077	4375	3679	3878	5936	2426
378	223	318	432	195	383	202	290
216	93	80	107	87	86	161	97
13	36	18	6	4	29	29	18
361	329	174	654	381	524	622	262
2434	2063	3819	1127	2050	1257	790	1531
9	6	15	17	8	9	16	18
120	204	166	116	206	244	393	1389
265	308	463	247	244	719	516	472
879	1316	1457	834	1648	2469	1475	1223
735	1288	839	998	1298	958	1338	2781
599	1199	985	963	764	516	654	386
30	29	20	19	25	33	14	11
1839	7766	30489	115657	2840	4862	18778	106681
481	745	647	757	237	352	290	276
2	0	1	0	15	8	13	0
151	69	95	77	81	205	93	268
2431	2909	4318	4331	2016	10153	7631	7637
255	209	203	229	181	84	171	132
210	448	426	644	261	535	357	358
334	255	72	217	179	142	237	320
175	253	392	532	302	524	231	323
562	212	882	269	153	422	296	132
3	12	5	5	5	3	6	6
674	636	1088	599	541	713	660	734
28	12	14	13	32	9	16	23
61	526	365	1146	250	440	725	2927
19	12	53	51	35	97	62	99
4976	9865	50310	80138	13249	23484	46452	389104
205	73	230	332	3035	3590	1548	1162
1224	1979	1941	1641	2364	2055	3254	1062
1262	762	1394	866	1065	641	576	1469
4060	1894	2305	2003	2392	2072	1877	1887
4118	5395	2740	1874	3781	5808	1715	2386
571	678	777	456	958	593	312	323
319	1092	928	1110	267	1443	406	626
1915	1894	1714	569	1195	1490	2383	2594
9	0	9	0	3	6	7	10
142	94	79	110	75	20	145	195
9	9	9	8	11	28	18	12
337	441	651	182	238	216	1078	345
1681	1314	622	1686	215	576	801	838
68	65	83	54	60	41	68	64
28	47	15	43	28	87	16	124
4823	3755	2322	4723	4073	3106	6524	8132
573	278	1381	1123	1551	1084	737	996
163	100	134	162	119	411	369	115
1066	2419	8405	9968	676	2572	4156	11777
1603	895	847	480	428	757	1441	789
68	67	213	79	368	120	46	234
73	90	127	177	66	68	46	63
262	656	1148	792	522	1057	879	689
356	2251	4289	8002	164	1024	1015	9417
784	1230	1350	620	321	1115	1149	328
44	36	216	226	113	23	85	100
448	346	392	342	1029	542	692	391
6	17	42	9	50	22	44	50
0	0	18	0	13	21	22	21
243	435	485	119	698	503	392	567
303	333	191	164	244	81	100	351
30	45	222	884	23	49	105	1642
4624	3061	3798	2617	5364	3689	6766	5490
246	296	123	197	65	135	159	151
3571	4028	1417	2131	623	1924	1206	1426
286	288	760	728	929	637	536	589
101	206	190	199	162	154	145	165
1994	3838	6162	4265	2467	5281	2418	4906
187	122	133	181	471	414	176	265
100	66	667	1526	34	231	704	2749
1492	827	533	1085	1478	1746	1175	1663
